Stfartro_Id;Ημερομηνία;Παραστατικό;Αριθμός;Κωδικός Είδους;Περιγραφή είδους
144.394.075,00;20/5/2019;71Π_Β;19,00;005.01.07.002;ΑΤΟΝΙΚ AS 200 Κ.ΕΚ.
140.384.204,00;21/5/2019;41Π_ΕΣ;48,00;057.07.34.146;ΣΠΟΡ/ΤΟ ΠΙΠΕΡΙΑ ΠΟΤΟΜΑΚ 77Θ.
140.384.204,00;21/5/2019;41Π_ΕΣ;48,00;057.07.34.774;ΣΠΟΡ/ΤΟ ΑΓΓΟΥΡΙ ΙΜΑΝΟΛ 77 Θ.
140.384.204,00;21/5/2019;41Π_ΕΣ;48,00;057.07.34.756;ΣΠΟΡ/ΤΟ ΤΟΜΑΤΑΣ ΑΛΜΑΝΤΑ 77Θ. (ΒΕΛΑΝΙΔΙ)
140.384.204,00;21/5/2019;41Π_ΕΣ;48,00;057.07.38.195;ΣΠΟΡ/ΤΟ ΜΕΛΙΤΖ ΕΜΒ ΝΙΛΟ/ΑΡΜΣΤΡΟΝΓΚ 54Θ.
140.384.205,00;21/5/2019;41Π_ΕΣ;48,00;057.07.34.146;ΣΠΟΡ/ΤΟ ΠΙΠΕΡΙΑ ΠΟΤΟΜΑΚ 77Θ.
140.384.205,00;21/5/2019;41Π_ΕΣ;48,00;057.07.34.774;ΣΠΟΡ/ΤΟ ΑΓΓΟΥΡΙ ΙΜΑΝΟΛ 77 Θ.
140.384.205,00;21/5/2019;41Π_ΕΣ;48,00;057.07.34.756;ΣΠΟΡ/ΤΟ ΤΟΜΑΤΑΣ ΑΛΜΑΝΤΑ 77Θ. (ΒΕΛΑΝΙΔΙ)
140.384.205,00;21/5/2019;41Π_ΕΣ;48,00;057.07.38.195;ΣΠΟΡ/ΤΟ ΜΕΛΙΤΖ ΕΜΒ ΝΙΛΟ/ΑΡΜΣΤΡΟΝΓΚ 54Θ.
140.384.208,00;21/5/2019;41Π_ΕΣ;49,00;057.07.38.275;ΣΠΟΡ/ΤΟ ΤΟΜ ΕΜΒ ΠΡΙΜΑΝΤΟΝΑ/RESISTAR (54 Θ.)
140.384.209,00;21/5/2019;41Π_ΕΣ;49,00;057.07.38.275;ΣΠΟΡ/ΤΟ ΤΟΜ ΕΜΒ ΠΡΙΜΑΝΤΟΝΑ/RESISTAR (54 Θ.)
140.384.200,00;21/5/2019;62Π;228,00;005.01.03.011;ΚΟΣΑΙΤ ΟΠΤΙ 1,5 ΚΙΛΟΥ
140.384.203,00;21/5/2019;62Π;229,00;028.05.57.001;ΚΛΕΒΕΡ ΨΕΥΔΑΡΓΥΡΟΥ 1 ΚΙΛΟΥ
140.384.203,00;21/5/2019;62Π;229,00;005.01.05.003;ΚΟΝΤΑΣΑΙΝΤ 1,5 ΛΙΤΡΩΝ
140.384.203,00;21/5/2019;62Π;229,00;001.01.01.014;ΦΟΥΖΙΛΕΙΤ 12,5EC 1 ΛΙΤΡΟΥ
140.384.203,00;21/5/2019;62Π;229,00;005.01.01.019;ΡΑΣ 25WG 100 ΓΡ.(5Χ20 ΓΡ.)
140.384.206,00;21/5/2019;62Π;230,00;006.01.01.024;ΜΕΤΑΓΚΡΙΖΙΝ 70WG 100 ΓΡ.
140.384.207,00;21/5/2019;62Π;231,00;057.07.36.016;ΕΛΑΙΟΔΕΝΔΡΟ ΧΑΛΚΙΔΙΚΗΣ
140.384.207,00;21/5/2019;62Π;231,00;057.07.36.013;ΕΛΑΙΟΔΕΝΔΡΟ ΚΟΡΩΝΕΪΚΗ
140.384.207,00;21/5/2019;62Π;231,00;057.07.36.014;ΕΛΑΙΟΔΕΝΔΡΟ ΜΕΓΑΡΩΝ
148.384.215,00;21/5/2019;62Π_Α;335,00;002.01.03.004;ΝΤΙΘΕΙΝ Μ-45 ΜΠΛΟΥ WP 500 ΓΡ.
148.384.216,00;21/5/2019;62Π_Α;336,00;002.01.03.020;ΚΟΛΛΙΣ 20/10 SC 250 Κ.ΕΚ.
148.384.217,00;21/5/2019;62Π_Α;337,00;028.05.57.004;ΚΛΕΒΕΡ ΒΟΡΙΟΥ - ΨΕΥΔΑΡΓΥΡΟΥ 1 ΚΙΛΟΥ
148.384.217,00;21/5/2019;62Π_Α;337,00;001.01.03.013;ΚΟΥΑΝΤΡΙΣ 25SC 375 Κ.ΕΚ.
148.384.218,00;21/5/2019;62Π_Α;338,00;001.01.02.003;ΑΚΤΑΡΑ 25WG 100 ΓΡ.
148.384.218,00;21/5/2019;62Π_Α;338,00;002.01.03.004;ΝΤΙΘΕΙΝ Μ-45 ΜΠΛΟΥ WP 500 ΓΡ.
148.384.219,00;21/5/2019;62Π_Α;339,00;008.04.51.028;ΕΝΤΕΚ (26-0-0+13S) 40 ΚΙΛΩΝ
148.384.221,00;21/5/2019;62Π_Α;340,00;028.05.57.004;ΚΛΕΒΕΡ ΒΟΡΙΟΥ - ΨΕΥΔΑΡΓΥΡΟΥ 1 ΚΙΛΟΥ
148.384.221,00;21/5/2019;62Π_Α;340,00;003.01.01.053;ΡΑΟΥΝΤΑΠ ΓΚΟΛΝΤ 36SL 1 ΛΙΤΡΟΥ
144.394.079,00;21/5/2019;62Π_Β;405,00;066.01.01.014;ΚΛΙΝΙΚ 36SL 1 ΛΙΤΡΟΥ
144.394.080,00;21/5/2019;62Π_Β;406,00;006.01.01.028;ΣΕΛΕΚΤ 12EC 1  ΛΙΤΡΟΥ
144.394.081,00;21/5/2019;62Π_Β;407,00;001.01.01.075;ΛΙΣΤΕΓΚΟ 4SL 1 ΛΙΤΡΟΥ
144.394.081,00;21/5/2019;62Π_Β;407,00;002.01.05.002;ΝΤΑΣ HC 1 ΛΙΤΡΟΥ
144.394.084,00;21/5/2019;62Π_Β;408,00;057.07.38.136;ΣΠΟΡ/ΤΟ ΠΙΠΕΡΙΑ ΜΑΚΕΔΟΝΙΑ 54Θ.
144.394.084,00;21/5/2019;62Π_Β;408,00;057.07.38.195;ΣΠΟΡ/ΤΟ ΜΕΛΙΤΖ ΕΜΒ ΝΙΛΟ/ΑΡΜΣΤΡΟΝΓΚ 54Θ.
144.394.085,00;21/5/2019;62Π_Β;409,00;057.07.38.275;ΣΠΟΡ/ΤΟ ΤΟΜ ΕΜΒ ΠΡΙΜΑΝΤΟΝΑ/RESISTAR (54 Θ.)
144.394.085,00;21/5/2019;62Π_Β;409,00;001.01.03.042;ΡΙΝΤΟΜΙΛ ΓΚΟΛΝΤ ΜΖ 68WG 25 ΓΡ.
144.394.085,00;21/5/2019;62Π_Β;409,00;057.07.38.195;ΣΠΟΡ/ΤΟ ΜΕΛΙΤΖ ΕΜΒ ΝΙΛΟ/ΑΡΜΣΤΡΟΝΓΚ 54Θ.
144.394.085,00;21/5/2019;62Π_Β;409,00;057.07.34.756;ΣΠΟΡ/ΤΟ ΤΟΜΑΤΑΣ ΑΛΜΑΝΤΑ 77Θ. (ΒΕΛΑΝΙΔΙ)
144.394.083,00;21/5/2019;66Π_Β;5,00;001.01.01.075;ΛΙΣΤΕΓΚΟ 4SL 1 ΛΙΤΡΟΥ
144.394.083,00;21/5/2019;66Π_Β;5,00;002.01.05.002;ΝΤΑΣ HC 1 ΛΙΤΡΟΥ
144.394.086,00;21/5/2019;71Π_Β;20,00;002.01.02.022;ΠΕΡΦΕΚΘΙΟΝ 40EC 1 ΛΙΤΡΟΥ
140.384.212,00;22/5/2019;62Π;232,00;002.01.01.016;ΣΤΟΜΠ 330EC 1 ΛΙΤΡΟΥ
140.384.212,00;22/5/2019;62Π;232,00;001.01.02.002;ΑΚΤΑΡΑ 25WG 40 ΓΡ.
140.384.213,00;22/5/2019;62Π;233,00;002.01.01.015;ΠΟΥΛΣΑΡ 40SL 1 ΛΙΤΡΟΥ
140.384.213,00;22/5/2019;62Π;233,00;002.01.05.002;ΝΤΑΣ HC 1 ΛΙΤΡΟΥ
148.384.222,00;22/5/2019;62Π_Α;341,00;066.01.01.014;ΚΛΙΝΙΚ 36SL 1 ΛΙΤΡΟΥ
148.384.225,00;22/5/2019;62Π_Α;342,00;099.03.53.005;ΛΙΠ.ΟΥΡΙΑ (46-0-0) 40 ΚΙΛΩΝ
148.384.226,00;22/5/2019;62Π_Α;343,00;008.04.51.028;ΕΝΤΕΚ (26-0-0+13S) 40 ΚΙΛΩΝ
148.384.226,00;22/5/2019;62Π_Α;343,00;001.01.01.067;ΕΛΟΥΜΙΣ 150 OD 1 ΛΙΤΡΟΥ
148.384.227,00;22/5/2019;62Π_Α;344,00;001.01.03.013;ΚΟΥΑΝΤΡΙΣ 25SC 375 Κ.ΕΚ.
148.384.228,00;22/5/2019;62Π_Α;345,00;008.04.51.028;ΕΝΤΕΚ (26-0-0+13S) 40 ΚΙΛΩΝ
148.384.228,00;22/5/2019;62Π_Α;345,00;001.01.03.013;ΚΟΥΑΝΤΡΙΣ 25SC 375 Κ.ΕΚ.
148.384.229,00;22/5/2019;62Π_Α;346,00;008.04.51.028;ΕΝΤΕΚ (26-0-0+13S) 40 ΚΙΛΩΝ
148.384.230,00;22/5/2019;62Π_Α;347,00;008.04.51.028;ΕΝΤΕΚ (26-0-0+13S) 40 ΚΙΛΩΝ
144.394.087,00;22/5/2019;62Π_Β;410,00;057.07.38.136;ΣΠΟΡ/ΤΟ ΠΙΠΕΡΙΑ ΜΑΚΕΔΟΝΙΑ 54Θ.
144.394.087,00;22/5/2019;62Π_Β;410,00;001.01.03.014;ΡΙΝΤΟΜΙΛ ΓΚΟΛΝΤ ΜΖ 68WG 500 ΓΡ.
144.394.088,00;22/5/2019;62Π_Β;411,00;066.01.02.007;ΝΟΥΠΡΙΝΤ 200SL 250 Κ.ΕΚ.
144.394.089,00;22/5/2019;62Π_Β;412,00;057.07.38.136;ΣΠΟΡ/ΤΟ ΠΙΠΕΡΙΑ ΜΑΚΕΔΟΝΙΑ 54Θ.
144.394.089,00;22/5/2019;62Π_Β;412,00;057.07.34.774;ΣΠΟΡ/ΤΟ ΑΓΓΟΥΡΙ ΙΜΑΝΟΛ 77 Θ.
144.394.089,00;22/5/2019;62Π_Β;412,00;057.07.38.195;ΣΠΟΡ/ΤΟ ΜΕΛΙΤΖ ΕΜΒ ΝΙΛΟ/ΑΡΜΣΤΡΟΝΓΚ 54Θ.
144.394.090,00;22/5/2019;62Π_Β;413,00;001.01.01.075;ΛΙΣΤΕΓΚΟ 4SL 1 ΛΙΤΡΟΥ
144.394.090,00;22/5/2019;62Π_Β;413,00;006.01.02.034;ΣΑΙΠΕΡΚΙΛ ΜΑΞ 50 EC 200 Κ.ΕΚ.
144.394.090,00;22/5/2019;62Π_Β;413,00;002.01.05.002;ΝΤΑΣ HC 1 ΛΙΤΡΟΥ
144.394.091,00;22/5/2019;62Π_Β;414,00;057.07.34.756;ΣΠΟΡ/ΤΟ ΤΟΜΑΤΑΣ ΑΛΜΑΝΤΑ 77Θ. (ΒΕΛΑΝΙΔΙ)
144.394.091,00;22/5/2019;62Π_Β;414,00;057.07.38.195;ΣΠΟΡ/ΤΟ ΜΕΛΙΤΖ ΕΜΒ ΝΙΛΟ/ΑΡΜΣΤΡΟΝΓΚ 54Θ.
144.394.091,00;22/5/2019;62Π_Β;414,00;057.07.34.228;ΣΠΟΡ/ΤΟ ΤΟΜΑΤΑΣ ΣΑΝΤΙΝ 54Θ.
144.394.092,00;22/5/2019;62Π_Β;415,00;057.07.38.136;ΣΠΟΡ/ΤΟ ΠΙΠΕΡΙΑ ΜΑΚΕΔΟΝΙΑ 54Θ.
144.394.092,00;22/5/2019;62Π_Β;415,00;057.07.34.215;ΣΠΟΡ/ΤΟ ΜΕΛΙΤΖΑΝΑΣ ΝΙΛΟ 54Θ.
144.394.092,00;22/5/2019;62Π_Β;415,00;057.07.34.228;ΣΠΟΡ/ΤΟ ΤΟΜΑΤΑΣ ΣΑΝΤΙΝ 54Θ.
140.384.216,00;23/5/2019;41Π_ΕΣ;50,00;001.01.01.068;ΕΛΟΥΜΙΣ 150 OD 5 ΛΙΤΡΩΝ
140.384.219,00;23/5/2019;41Π_ΕΣ;50,00;001.01.01.068;ΕΛΟΥΜΙΣ 150 OD 5 ΛΙΤΡΩΝ
140.384.216,00;23/5/2019;41Π_ΕΣ;50,00;001.01.01.067;ΕΛΟΥΜΙΣ 150 OD 1 ΛΙΤΡΟΥ
140.384.219,00;23/5/2019;41Π_ΕΣ;50,00;001.01.01.067;ΕΛΟΥΜΙΣ 150 OD 1 ΛΙΤΡΟΥ
140.384.218,00;23/5/2019;62Π;234,00;007.01.02.013;ΠΟΛΕΣΙ 2,5 ΕC 100Κ.ΕΚ.
140.384.218,00;23/5/2019;62Π;234,00;001.01.03.012;ΚΟΥΑΝΤΡΙΣ 25SC 100 Κ.ΕΚ.
140.384.225,00;23/5/2019;62Π;235,00;066.01.02.013;ΝΤΕΛΤΑΘΡΙΝ 2,5 EC 1 ΛΙΤΡΟΥ
140.384.226,00;23/5/2019;62Π;236,00;007.01.02.013;ΠΟΛΕΣΙ 2,5 ΕC 100Κ.ΕΚ.
140.384.226,00;23/5/2019;62Π;236,00;001.01.03.012;ΚΟΥΑΝΤΡΙΣ 25SC 100 Κ.ΕΚ.
140.384.227,00;23/5/2019;62Π;237,00;007.01.03.002;ΘΕΙΟ ΣΟΥΛΦΟΥΡ ΕΛΛΑΣ 96DP 25 ΚΙΛΩΝ
140.384.235,00;23/5/2019;62Π;238,00;011.01.01.004;ΤΑΡΓΚΑ 5EC 1 ΛΙΤΡΟΥ
140.384.235,00;23/5/2019;62Π;238,00;066.01.01.014;ΚΛΙΝΙΚ 36SL 1 ΛΙΤΡΟΥ
140.384.235,00;23/5/2019;62Π;238,00;003.01.05.009;ΣΑΝ ΟΙΛ 7Ε 99,1EC 1 ΛΙΤΡΟΥ
148.384.235,00;23/5/2019;62Π_Α;348,00;008.04.51.028;ΕΝΤΕΚ (26-0-0+13S) 40 ΚΙΛΩΝ
144.394.094,00;23/5/2019;62Π_Β;416,00;002.01.05.002;ΝΤΑΣ HC 1 ΛΙΤΡΟΥ
144.394.095,00;23/5/2019;62Π_Β;417,00;004.01.02.026;ΝΤΟΥΡΣΜΠΑΝ 75WG 5 ΚΙΛΩΝ
140.384.229,00;23/5/2019;66Π;8,00;001.01.02.083;ΦΟΡΣΕ 1,5 G 12 ΚΙΛΩΝ
140.384.244,00;24/5/2019;41Π_ΕΣ;51,00;057.07.38.136;ΣΠΟΡ/ΤΟ ΠΙΠΕΡΙΑ ΜΑΚΕΔΟΝΙΑ 54Θ.
140.384.245,00;24/5/2019;41Π_ΕΣ;51,00;057.07.38.136;ΣΠΟΡ/ΤΟ ΠΙΠΕΡΙΑ ΜΑΚΕΔΟΝΙΑ 54Θ.
140.384.244,00;24/5/2019;41Π_ΕΣ;51,00;057.07.36.014;ΕΛΑΙΟΔΕΝΔΡΟ ΜΕΓΑΡΩΝ
140.384.244,00;24/5/2019;41Π_ΕΣ;51,00;057.07.34.227;ΣΠΟΡ/ΤΟ ΤΟΜΑΤΑΣ ΟΠΤΙΜΑ 54Θ.
140.384.245,00;24/5/2019;41Π_ΕΣ;51,00;057.07.36.014;ΕΛΑΙΟΔΕΝΔΡΟ ΜΕΓΑΡΩΝ
140.384.245,00;24/5/2019;41Π_ΕΣ;51,00;057.07.34.227;ΣΠΟΡ/ΤΟ ΤΟΜΑΤΑΣ ΟΠΤΙΜΑ 54Θ.
140.384.244,00;24/5/2019;41Π_ΕΣ;51,00;057.07.34.435;ΣΠΟΡ/ΤΟ ΠΙΠΕΡΙΑ ΡΟΞΑΝΑ 54Θ.
140.384.245,00;24/5/2019;41Π_ΕΣ;51,00;057.07.34.435;ΣΠΟΡ/ΤΟ ΠΙΠΕΡΙΑ ΡΟΞΑΝΑ 54Θ.
140.384.238,00;24/5/2019;62Π;239,00;011.02.21.010;ΒΑΜ/ΡΟΣ ΚΑΡΛΑ C1 SAS 20 ΚΙΛΩΝ
140.384.239,00;24/5/2019;62Π;240,00;001.01.03.023;ΘΕΙΟΒΙΤ 80WG 1 ΚΙΛΟΥ
140.384.239,00;24/5/2019;62Π;240,00;066.01.03.009;ΚΟΥΠΡΟΞΑΤ 19SC 5 ΛΙΤΡΩΝ
140.384.239,00;24/5/2019;62Π;240,00;002.01.03.026;ΚΟΥΜΟΥΛΟΥΣ 80WG 800ΓΡ.
140.384.240,00;24/5/2019;62Π;241,00;066.01.03.005;ΚΟΥΠΡΟΞΑΤ 19SC 3 ΛΙΤΡΩΝ
140.384.242,00;24/5/2019;62Π;243,00;012.01.01.017;ΝΙΚΟΓΚΑΝ 4 OD 1 ΛΙΤΡΟΥ
148.384.240,00;24/5/2019;62Π_Α;349,00;003.01.02.038;ΤΕΠΕΚΙ 50WG 300ΓΡ. (2x150gr)
148.384.241,00;24/5/2019;62Π_Α;350,00;008.04.51.028;ΕΝΤΕΚ (26-0-0+13S) 40 ΚΙΛΩΝ
148.384.242,00;24/5/2019;62Π_Α;351,00;008.04.51.010;ΕΝΤΕΚ (46-0-0) 25 ΚΙΛΩΝ
148.384.243,00;24/5/2019;62Π_Α;352,00;002.01.02.022;ΠΕΡΦΕΚΘΙΟΝ 40EC 1 ΛΙΤΡΟΥ
148.384.243,00;24/5/2019;62Π_Α;352,00;003.01.03.013;ΚΟΣΑΙΤ 2000 35WG 1,5 ΚΙΛΩΝ
148.384.243,00;24/5/2019;62Π_Α;352,00;066.01.01.004;ΚΛΙΝΙΚ 36SL 5 ΛΙΤΡΩΝ
148.384.244,00;24/5/2019;62Π_Α;353,00;008.04.51.028;ΕΝΤΕΚ (26-0-0+13S) 40 ΚΙΛΩΝ
148.384.244,00;24/5/2019;62Π_Α;353,00;008.04.51.026;ΕΝΤΕΚ (24-8-7) 40 ΚΙΛΩΝ
148.384.245,00;24/5/2019;62Π_Α;354,00;008.04.51.028;ΕΝΤΕΚ (26-0-0+13S) 40 ΚΙΛΩΝ
144.394.096,00;24/5/2019;62Π_Β;418,00;004.01.02.014;ΡΕΛΝΤΑΝ 2E 100 Κ.ΕΚ.
144.394.096,00;24/5/2019;62Π_Β;418,00;008.04.52.001;ΝΙΤΡΟΦΟΣΚΑ (12-12-17+2) 40 ΚΙΛΩΝ
144.394.097,00;24/5/2019;62Π_Β;419,00;057.07.34.215;ΣΠΟΡ/ΤΟ ΜΕΛΙΤΖΑΝΑΣ ΝΙΛΟ 54Θ.
144.394.097,00;24/5/2019;62Π_Β;419,00;057.07.34.774;ΣΠΟΡ/ΤΟ ΑΓΓΟΥΡΙ ΙΜΑΝΟΛ 77 Θ.
144.394.097,00;24/5/2019;62Π_Β;419,00;057.07.34.756;ΣΠΟΡ/ΤΟ ΤΟΜΑΤΑΣ ΑΛΜΑΝΤΑ 77Θ. (ΒΕΛΑΝΙΔΙ)
144.394.097,00;24/5/2019;62Π_Β;419,00;057.07.34.228;ΣΠΟΡ/ΤΟ ΤΟΜΑΤΑΣ ΣΑΝΤΙΝ 54Θ.
144.394.098,00;24/5/2019;62Π_Β;420,00;008.04.52.001;ΝΙΤΡΟΦΟΣΚΑ (12-12-17+2) 40 ΚΙΛΩΝ
144.394.099,00;24/5/2019;62Π_Β;421,00;057.07.38.136;ΣΠΟΡ/ΤΟ ΠΙΠΕΡΙΑ ΜΑΚΕΔΟΝΙΑ 54Θ.
144.394.099,00;24/5/2019;62Π_Β;421,00;057.07.38.195;ΣΠΟΡ/ΤΟ ΜΕΛΙΤΖ ΕΜΒ ΝΙΛΟ/ΑΡΜΣΤΡΟΝΓΚ 54Θ.
144.394.099,00;24/5/2019;62Π_Β;421,00;057.07.34.435;ΣΠΟΡ/ΤΟ ΠΙΠΕΡΙΑ ΡΟΞΑΝΑ 54Θ.
144.394.099,00;24/5/2019;62Π_Β;421,00;002.01.03.026;ΚΟΥΜΟΥΛΟΥΣ 80WG 800ΓΡ.
144.394.099,00;24/5/2019;62Π_Β;421,00;057.07.34.228;ΣΠΟΡ/ΤΟ ΤΟΜΑΤΑΣ ΣΑΝΤΙΝ 54Θ.
144.394.104,00;24/5/2019;62Π_Β;422,00;002.01.02.022;ΠΕΡΦΕΚΘΙΟΝ 40EC 1 ΛΙΤΡΟΥ
144.394.104,00;24/5/2019;62Π_Β;422,00;028.05.57.010;ΒΙΠ 60 (20-20-20) 2 ΚΙΛΩΝ
140.384.237,00;24/5/2019;66Π;9,00;011.02.21.010;ΒΑΜ/ΡΟΣ ΚΑΡΛΑ C1 SAS 20 ΚΙΛΩΝ
144.394.102,00;24/5/2019;66Π_Β;6,00;057.07.34.639;ΣΠΟΡ/ΤΟ ΠΙΠΕΡΙΑ ΡΟΣΑΝΑ 54Θ.
144.394.103,00;24/5/2019;71Π_Β;21,00;007.01.04.002;ΑΜΠΑΜΕΚΤΙΝ 1,8 EC 10 K.EK.
144.394.103,00;24/5/2019;71Π_Β;21,00;057.07.34.435;ΣΠΟΡ/ΤΟ ΠΙΠΕΡΙΑ ΡΟΞΑΝΑ 54Θ.
140.384.249,00;25/5/2019;62Π;244,00;003.01.02.038;ΤΕΠΕΚΙ 50WG 300ΓΡ. (2x150gr)
140.384.250,00;25/5/2019;62Π;245,00;001.01.03.013;ΚΟΥΑΝΤΡΙΣ 25SC 375 Κ.ΕΚ.
148.384.247,00;25/5/2019;62Π_Α;355,00;008.04.51.028;ΕΝΤΕΚ (26-0-0+13S) 40 ΚΙΛΩΝ
148.384.248,00;25/5/2019;62Π_Α;356,00;008.04.51.028;ΕΝΤΕΚ (26-0-0+13S) 40 ΚΙΛΩΝ
148.384.249,00;25/5/2019;62Π_Α;357,00;002.01.03.019;ΚΟΛΛΙΣ 20/10 SC 80 Κ.ΕΚ.
148.384.249,00;25/5/2019;62Π_Α;357,00;066.01.03.008;ΚΟΥΠΡΟΞΑΤ 19SC 1 ΛΙΤΡΟΥ
148.384.249,00;25/5/2019;62Π_Α;357,00;006.01.02.038;ΣΑΙΠΕΡΚΙΛ ΜΑΞ 50 EC 100 Κ.ΕΚ.
148.384.250,00;25/5/2019;62Π_Α;358,00;008.04.51.028;ΕΝΤΕΚ (26-0-0+13S) 40 ΚΙΛΩΝ
148.384.251,00;25/5/2019;62Π_Α;359,00;066.01.01.004;ΚΛΙΝΙΚ 36SL 5 ΛΙΤΡΩΝ
148.384.252,00;25/5/2019;62Π_Α;360,00;001.01.01.014;ΦΟΥΖΙΛΕΙΤ 12,5EC 1 ΛΙΤΡΟΥ
144.394.105,00;25/5/2019;62Π_Β;423,00;006.01.01.028;ΣΕΛΕΚΤ 12EC 1  ΛΙΤΡΟΥ
144.394.106,00;25/5/2019;62Π_Β;424,00;002.01.02.022;ΠΕΡΦΕΚΘΙΟΝ 40EC 1 ΛΙΤΡΟΥ
144.394.107,00;25/5/2019;62Π_Β;425,00;001.01.01.068;ΕΛΟΥΜΙΣ 150 OD 5 ΛΙΤΡΩΝ
144.394.107,00;25/5/2019;62Π_Β;425,00;001.01.01.067;ΕΛΟΥΜΙΣ 150 OD 1 ΛΙΤΡΟΥ
144.394.108,00;25/5/2019;62Π_Β;426,00;005.01.07.001;ΑΤΟΝΙΚ AS 50 Κ.ΕΚ.
144.394.108,00;25/5/2019;62Π_Β;426,00;028.05.57.010;ΒΙΠ 60 (20-20-20) 2 ΚΙΛΩΝ
144.394.109,00;25/5/2019;62Π_Β;427,00;057.07.38.136;ΣΠΟΡ/ΤΟ ΠΙΠΕΡΙΑ ΜΑΚΕΔΟΝΙΑ 54Θ.
144.394.109,00;25/5/2019;62Π_Β;427,00;057.07.36.014;ΕΛΑΙΟΔΕΝΔΡΟ ΜΕΓΑΡΩΝ
144.394.109,00;25/5/2019;62Π_Β;427,00;057.07.34.227;ΣΠΟΡ/ΤΟ ΤΟΜΑΤΑΣ ΟΠΤΙΜΑ 54Θ.
144.394.109,00;25/5/2019;62Π_Β;427,00;057.07.34.435;ΣΠΟΡ/ΤΟ ΠΙΠΕΡΙΑ ΡΟΞΑΝΑ 54Θ.
144.394.109,00;25/5/2019;62Π_Β;427,00;057.07.38.195;ΣΠΟΡ/ΤΟ ΜΕΛΙΤΖ ΕΜΒ ΝΙΛΟ/ΑΡΜΣΤΡΟΝΓΚ 54Θ.
144.394.109,00;25/5/2019;62Π_Β;427,00;057.07.34.228;ΣΠΟΡ/ΤΟ ΤΟΜΑΤΑΣ ΣΑΝΤΙΝ 54Θ.
144.394.110,00;25/5/2019;62Π_Β;428,00;001.01.03.023;ΘΕΙΟΒΙΤ 80WG 1 ΚΙΛΟΥ
144.394.110,00;25/5/2019;62Π_Β;428,00;001.01.03.042;ΡΙΝΤΟΜΙΛ ΓΚΟΛΝΤ ΜΖ 68WG 25 ΓΡ.
144.394.110,00;25/5/2019;62Π_Β;428,00;017.01.02.002;ΝΤΕΣΙΣ 2,5EC 100 Κ.ΕΚ.
144.394.110,00;25/5/2019;62Π_Β;428,00;002.01.03.004;ΝΤΙΘΕΙΝ Μ-45 ΜΠΛΟΥ WP 500 ΓΡ.
144.394.111,00;25/5/2019;62Π_Β;429,00;001.01.01.015;ΦΟΥΖΙΛΕΙΤ 12,5EC 5 ΛΙΤΡΩΝ
144.394.111,00;25/5/2019;62Π_Β;429,00;012.05.55.002;ΛΙΠ.(20-20-20) AZURO 2 ΚΙΛΩΝ
144.394.111,00;25/5/2019;62Π_Β;429,00;002.01.05.002;ΝΤΑΣ HC 1 ΛΙΤΡΟΥ
144.394.111,00;25/5/2019;62Π_Β;429,00;028.05.57.010;ΒΙΠ 60 (20-20-20) 2 ΚΙΛΩΝ
144.394.113,00;25/5/2019;62Π_Β;431,00;008.04.51.028;ΕΝΤΕΚ (26-0-0+13S) 40 ΚΙΛΩΝ
144.394.114,00;25/5/2019;62Π_Β;432,00;002.01.02.022;ΠΕΡΦΕΚΘΙΟΝ 40EC 1 ΛΙΤΡΟΥ
144.394.115,00;26/5/2019;62Π_Β;433,00;002.01.02.022;ΠΕΡΦΕΚΘΙΟΝ 40EC 1 ΛΙΤΡΟΥ
140.384.252,00;27/5/2019;62Π;246,00;003.01.02.038;ΤΕΠΕΚΙ 50WG 300ΓΡ. (2x150gr)
140.384.252,00;27/5/2019;62Π;246,00;066.01.01.014;ΚΛΙΝΙΚ 36SL 1 ΛΙΤΡΟΥ
140.384.252,00;27/5/2019;62Π;246,00;066.01.02.013;ΝΤΕΛΤΑΘΡΙΝ 2,5 EC 1 ΛΙΤΡΟΥ
140.384.253,00;27/5/2019;62Π;247,00;012.01.02.009;ΠΥΡΙΝΕΞ 5G 200 ΓΡ.
140.384.253,00;27/5/2019;62Π;247,00;008.04.52.001;ΝΙΤΡΟΦΟΣΚΑ (12-12-17+2) 40 ΚΙΛΩΝ
148.384.253,00;27/5/2019;62Π_Α;361,00;011.01.02.004;ΚΟΝΦΙΝΤΟΡ 200SL(2x5Κ.ΕΚ.) 10Κ.ΕΚ.
148.384.253,00;27/5/2019;62Π_Α;361,00;001.01.03.013;ΚΟΥΑΝΤΡΙΣ 25SC 375 Κ.ΕΚ.
148.384.257,00;27/5/2019;62Π_Α;363,00;028.05.57.004;ΚΛΕΒΕΡ ΒΟΡΙΟΥ - ΨΕΥΔΑΡΓΥΡΟΥ 1 ΚΙΛΟΥ
148.384.257,00;27/5/2019;62Π_Α;363,00;001.01.03.013;ΚΟΥΑΝΤΡΙΣ 25SC 375 Κ.ΕΚ.
148.384.258,00;27/5/2019;62Π_Α;364,00;008.04.51.028;ΕΝΤΕΚ (26-0-0+13S) 40 ΚΙΛΩΝ
144.394.116,00;27/5/2019;62Π_Β;434,00;006.01.02.034;ΣΑΙΠΕΡΚΙΛ ΜΑΞ 50 EC 200 Κ.ΕΚ.
144.394.117,00;27/5/2019;62Π_Β;435,00;001.01.03.023;ΘΕΙΟΒΙΤ 80WG 1 ΚΙΛΟΥ
