Stfartro_Id;Παραστατικό;Αριθμός;Κωδικός Είδους;Αξία έκπτωσης εξαγωγών
11.802,00;1ΤΔΑ;1.766,00;WS.ΑΦΞΥ.003;0,00
11.803,00;1ΤΔΑ;1.767,00;ΚΑ.ΑΠΟΣ.007;0,00
11.803,00;1ΤΔΑ;1.767,00;ΚΑ.ΣΑΜΠ.025;0,00
11.803,00;1ΤΔΑ;1.767,00;ΚΑ.ΔΙΑΦ.004;0,00
11.803,00;1ΤΔΑ;1.767,00;ΚΑ.ΑΦΞΥ.011;0,00
11.803,00;1ΤΔΑ;1.767,00;XO.ΑΔΥΝ.014;0,00
11.803,00;1ΤΔΑ;1.767,00;XO.ΑΦΞΥ.063;0,00
11.803,00;1ΤΔΑ;1.767,00;ΑΝ.ΑΦΡΟ.069;0,00
11.803,00;1ΤΔΑ;1.767,00;ΝΤ.ΜΑΚΙ.002;0,00
11.803,00;1ΤΔΑ;1.767,00;ΒΛ.ΒΑΦΕ.032;0,00
11.803,00;1ΤΔΑ;1.767,00;ΤΣ.ΚΟΛΩ.275;0,00
11.803,00;1ΤΔΑ;1.767,00;XO.ΑΦΞΥ.064;0,00
11.803,00;1ΤΔΑ;1.767,00;DS.ΑΔΥΝ.013;0,00
11.803,00;1ΤΔΑ;1.767,00;ΑΝ.ΑΔΥΝ.020;0,00
11.803,00;1ΤΔΑ;1.767,00;ΚΑ.ΒΑΦΕ.013;0,00
11.803,00;1ΤΔΑ;1.767,00;ΑΝ.ΑΔΥΝ.019;0,00
11.803,00;1ΤΔΑ;1.767,00;WS.ΑΠΟΤ.056;0,00
11.803,00;1ΤΔΑ;1.767,00;ΧΠ.ΜΑΚΙ.001;0,00
11.804,00;1ΤΔΑ;1.768,00;ΛΗ.ΜΑΚΙ.007;0,00
11.804,00;1ΤΔΑ;1.768,00;WS.ΑΠΟΤ.056;0,00
11.804,00;1ΤΔΑ;1.768,00;ΚΑ.ΔΙΑΦ.093;0,00
11.804,00;1ΤΔΑ;1.768,00;WS.ΑΠΟΤ.058;0,00
11.804,00;1ΤΔΑ;1.768,00;ΛΗ.ΜΑΚΙ.002;1,15
11.804,00;1ΤΔΑ;1.768,00;ΚΑ.ΑΠΟΣ.007;0,00
11.804,00;1ΤΔΑ;1.768,00;ΛΗ.ΚΡΕΜ.001;1,00
11.804,00;1ΤΔΑ;1.768,00;ΒΛ.ΒΑΦΕ.032;0,00
11.804,00;1ΤΔΑ;1.768,00;ΣΤ.ΜΑΣΚ.027;0,00
11.804,00;1ΤΔΑ;1.768,00;ΑΝ.ΑΦΡΟ.031;0,00
11.804,00;1ΤΔΑ;1.768,00;XO.ΑΦΡΛ.001;0,00
11.804,00;1ΤΔΑ;1.768,00;ΣΤ.ΜΑΣΚ.001;0,00
11.804,00;1ΤΔΑ;1.768,00;ΣΤ.ΜΑΣΚ.003;0,00
11.804,00;1ΤΔΑ;1.768,00;ΛΗ.ΜΑΚΙ.004;4,88
11.804,00;1ΤΔΑ;1.768,00;ΧΠ.ΜΑΚΙ.001;0,00
11.804,00;1ΤΔΑ;1.768,00;KM.ΑΠΟΣ.015;0,00
11.805,00;1ΤΔΑ;1.769,00;ΣΤ.ΜΑΣΚ.026;0,00
11.805,00;1ΤΔΑ;1.769,00;XO.ΑΦΡΛ.001;0,00
11.805,00;1ΤΔΑ;1.769,00;ΧΠ.ΒΑΦΕ.001;0,00
11.805,00;1ΤΔΑ;1.769,00;ΑΝ.ΑΦΡΟ.031;0,00
11.805,00;1ΤΔΑ;1.769,00;ΤΣ.ΚΟΛΩ.127;0,00
11.805,00;1ΤΔΑ;1.769,00;XO.ΑΦΞΥ.067;0,00
11.805,00;1ΤΔΑ;1.769,00;XO.ΑΦΡΛ.005;0,00
11.805,00;1ΤΔΑ;1.769,00;WS.ΑΠΟΤ.080;0,00
11.805,00;1ΤΔΑ;1.769,00;ΣΤ.ΚΟΛΩ.012;0,00
11.805,00;1ΤΔΑ;1.769,00;ΣΤ.ΚΟΛΩ.013;0,00
11.805,00;1ΤΔΑ;1.769,00;ΤΣ.ΚΟΛΩ.369;0,00
11.805,00;1ΤΔΑ;1.769,00;ΣΤ.ΚΟΛΩ.011;0,00
11.805,00;1ΤΔΑ;1.769,00;ΤΣ.ΚΟΛΩ.533;0,00
11.805,00;1ΤΔΑ;1.769,00;ΣΤ.ΚΟΛΩ.004;0,00
11.805,00;1ΤΔΑ;1.769,00;ΣΤ.ΚΟΛΩ.204;0,00
11.807,00;1ΤΔΑ;1.770,00;ΧΠ.ΔΙΑΦ.024;0,00
11.807,00;1ΤΔΑ;1.770,00;ΧΠ.ΚΟΛΩ.124;0,85
11.807,00;1ΤΔΑ;1.770,00;ΤΣ.ΚΟΛΩ.640;0,00
11.807,00;1ΤΔΑ;1.770,00;ΣΤ.ΚΟΛΩ.185;0,00
11.807,00;1ΤΔΑ;1.770,00;ΣΤ.ΚΟΛΩ.065;0,00
11.807,00;1ΤΔΑ;1.770,00;ΤΣ.ΚΟΛΩ.482;0,00
11.807,00;1ΤΔΑ;1.770,00;ΣΜ.ΚΟΛΩ.032;0,00
11.807,00;1ΤΔΑ;1.770,00;WS.ΑΠΟΤ.075;0,00
11.807,00;1ΤΔΑ;1.770,00;KM.ΑΔΥΝ.004;0,00
11.808,00;1ΤΔΑ;1.771,00;ZX.ΑΔΥΝ.010;0,00
11.808,00;1ΤΔΑ;1.771,00;ΡΝ.ΚΟΛΩ.029;0,00
11.808,00;1ΤΔΑ;1.771,00;ΣΤ.ΚΟΛΩ.003;0,00
11.808,00;1ΤΔΑ;1.771,00;ΚΑ.ΔΙΑΦ.039;0,00
11.808,00;1ΤΔΑ;1.771,00;ΤΣ.ΚΟΛΩ.301;0,00
11.808,00;1ΤΔΑ;1.771,00;ΚΑ.ΚΡΕΜ.012;9,96
11.809,00;1ΤΔΑ;1.772,00;WS.ΒΑΦΕ.001;0,00
11.809,00;1ΤΔΑ;1.772,00;ΧΠ.ΜΑΚΙ.001;0,00
11.809,00;1ΤΔΑ;1.772,00;ΚΑ.ΔΙΑΦ.039;0,00
11.809,00;1ΤΔΑ;1.772,00;XO.ΑΦΞΥ.028;0,00
11.809,00;1ΤΔΑ;1.772,00;ΤΣ.ΔΙΑΦ.011;0,00
11.809,00;1ΤΔΑ;1.772,00;ΧΠ.ΜΑΚΙ.003;0,00
11.809,00;1ΤΔΑ;1.772,00;KM.ΜΑΚΙ.017;0,00
11.811,00;1ΤΔΑ;1.773,00;ΤΣ.ΚΟΛΩ.002;0,00
11.811,00;1ΤΔΑ;1.773,00;ΣΤ.ΚΡΕΜ.025;0,00
11.812,00;1ΤΔΑ;1.774,00;ΧΠ.ΜΑΚΙ.001;0,00
11.812,00;1ΤΔΑ;1.774,00;XO.ΑΦΡΛ.001;0,00
11.814,00;1ΤΔΑ;1.775,00;ΚΑ.ΔΙΑΦ.039;0,00
11.815,00;1ΤΔΑ;1.776,00;ZX.ΑΦΡΛ.013;0,00
11.815,00;1ΤΔΑ;1.776,00;ΤΣ.ΚΟΛΩ.015;0,00
11.815,00;1ΤΔΑ;1.776,00;ΡΝ.ΚΟΛΩ.007;0,00
11.815,00;1ΤΔΑ;1.776,00;ΤΣ.ΚΟΛΩ.663;0,00
11.815,00;1ΤΔΑ;1.776,00;ΤΣ.ΚΟΛΩ.249;5,26
11.815,00;1ΤΔΑ;1.776,00;ΤΣ.ΚΟΛΩ.250;2,63
11.815,00;1ΤΔΑ;1.776,00;ΧΠ.ΚΟΛΩ.131;0,00
11.815,00;1ΤΔΑ;1.776,00;ΤΣ.ΚΟΛΩ.183;2,52
11.815,00;1ΤΔΑ;1.776,00;ΤΣ.ΚΟΛΩ.137;3,99
11.815,00;1ΤΔΑ;1.776,00;ΤΣ.ΚΟΛΩ.014;2,64
11.815,00;1ΤΔΑ;1.776,00;ΣΤ.ΚΟΛΩ.013;0,00
11.815,00;1ΤΔΑ;1.776,00;ΒΛ.ΒΑΦΕ.032;0,00
11.815,00;1ΤΔΑ;1.776,00;ΚΑ.ΔΙΑΦ.100;0,00
11.815,00;1ΤΔΑ;1.776,00;ΚΑ.ΟΔΟΝ.025;0,00
11.815,00;1ΤΔΑ;1.776,00;ΣΤ.ΚΟΛΩ.003;0,00
11.815,00;1ΤΔΑ;1.776,00;ΑΝ.ΑΦΡΟ.048;0,00
11.815,00;1ΤΔΑ;1.776,00;XO.ΚΡΕΜ.004;0,00
11.815,00;1ΤΔΑ;1.776,00;ΣΤ.ΜΑΣΚ.002;0,00
11.815,00;1ΤΔΑ;1.776,00;ΣΤ.ΚΟΛΩ.332;0,00
11.815,00;1ΤΔΑ;1.776,00;ΧΠ.ΜΑΚΙ.003;0,00
11.815,00;1ΤΔΑ;1.776,00;ΑΝ.ΑΔΥΝ.017;0,00
11.816,00;1ΤΔΑ;1.777,00;KM.ΜΑΚΙ.017;1,71
11.816,00;1ΤΔΑ;1.777,00;ΧΠ.ΜΑΚΙ.001;0,00
11.816,00;1ΤΔΑ;1.777,00;KM.ΑΠΟΣ.040;1,91
11.816,00;1ΤΔΑ;1.777,00;ΣΤ.ΜΑΣΚ.001;0,00
11.816,00;1ΤΔΑ;1.777,00;ZX.ΑΦΡΛ.027;0,00
11.817,00;1ΤΔΑ;1.778,00;ΒΛ.ΒΑΦΕ.032;0,00
11.818,00;1ΤΔΑ;1.779,00;ΝΤ.ΜΑΚΙ.002;0,00
11.818,00;1ΤΔΑ;1.779,00;ΣΤ.ΚΟΛΩ.297;0,00
11.818,00;1ΤΔΑ;1.779,00;ΣΤ.ΚΟΛΩ.100;0,92
11.819,00;1ΤΔΑ;1.780,00;ΣΤ.ΚΟΛΩ.332;3,13
11.819,00;1ΤΔΑ;1.780,00;KM.ΜΑΚΙ.017;1,71
11.820,00;1ΤΔΑ;1.781,00;ΣΤ.ΜΑΣΚ.025;3,13
11.820,00;1ΤΔΑ;1.781,00;ΣΤ.ΜΑΚΙ.019;1,70
11.820,00;1ΤΔΑ;1.781,00;ΤΣ.ΚΟΛΩ.039;0,00
11.821,00;1ΤΔΑ;1.782,00;ΣΜ.ΔΙΑΦ.002;4,51
11.822,00;1ΤΔΑ;1.783,00;WS.ΒΑΦΕ.003;0,00
11.822,00;1ΤΔΑ;1.783,00;ΑΝ.ΒΑΦΕ.008;0,00
11.822,00;1ΤΔΑ;1.783,00;ΜΧ.ΒΑΦΕ.002;0,00
11.822,00;1ΤΔΑ;1.783,00;ΑΝ.ΒΑΦΕ.003;0,00
11.822,00;1ΤΔΑ;1.783,00;XO.ΑΦΞΥ.037;0,00
11.822,00;1ΤΔΑ;1.783,00;ΑΝ.ΑΦΡΟ.065;0,00
11.822,00;1ΤΔΑ;1.783,00;ΑΝ.ΑΔΥΝ.019;0,00
11.822,00;1ΤΔΑ;1.783,00;KM.ΑΔΥΝ.004;0,00
11.822,00;1ΤΔΑ;1.783,00;ΤΣ.ΚΟΛΩ.663;0,00
11.824,00;1ΤΔΑ;1.784,00;ΚΑ.ΑΔΥΝ.005;0,00
11.824,00;1ΤΔΑ;1.784,00;ΚΑ.ΛΑΚΚ.031;0,00
11.824,00;1ΤΔΑ;1.784,00;WS.ΑΔΥΝ.002;0,00
11.824,00;1ΤΔΑ;1.784,00;ΚΑ.ΖΕΛΕ.009;0,00
11.824,00;1ΤΔΑ;1.784,00;KM.ΟΔΟΝ.003;0,00
11.824,00;1ΤΔΑ;1.784,00;ΚΑ.ΟΔΟΝ.001;0,00
11.824,00;1ΤΔΑ;1.784,00;ΚΑ.ΟΔΟΝ.025;0,00
11.825,00;1ΤΔΑ;1.785,00;ΧΠ.ΜΑΚΙ.003;0,00
11.825,00;1ΤΔΑ;1.785,00;ΣΤ.ΜΑΣΚ.018;0,00
11.825,00;1ΤΔΑ;1.785,00;ΑΝ.ΑΦΡΟ.031;0,00
11.825,00;1ΤΔΑ;1.785,00;ΧΠ.ΜΑΚΙ.001;0,00
11.825,00;1ΤΔΑ;1.785,00;ΒΛ.ΔΙΑΦ.003;0,00
11.826,00;1ΤΔΑ;1.786,00;DS.ΑΔΥΝ.013;0,00
11.826,00;1ΤΔΑ;1.786,00;ΚΑ.ΜΑΚΙ.001;1,17
11.826,00;1ΤΔΑ;1.786,00;ΣΤ.ΚΟΛΩ.003;0,55
11.827,00;1ΤΔΑ;1.787,00;ΣΜ.ΔΙΑΦ.006;4,14
11.827,00;1ΤΔΑ;1.787,00;ΚΑ.ΑΔΥΝ.005;1,73
11.827,00;1ΤΔΑ;1.787,00;ΜΧ.ΒΑΦΕ.002;0,00
11.828,00;1ΤΔΑ;1.788,00;ΚΑ.ΔΙΑΦ.034;4,68
11.828,00;1ΤΔΑ;1.788,00;ΚΑ.ΚΡΕΜ.013;4,68
11.828,00;1ΤΔΑ;1.788,00;ΚΑ.ΚΡΕΜ.010;8,40
11.831,00;1ΤΔΑ;1.789,00;ΒΛ.ΒΑΦΕ.052;2,77
11.831,00;1ΤΔΑ;1.789,00;ΛΗ.ΜΑΚΙ.002;0,57
11.831,00;1ΤΔΑ;1.789,00;ΛΗ.ΚΡΕΜ.003;1,02
11.831,00;1ΤΔΑ;1.789,00;ΛΗ.ΜΑΚΙ.007;1,50
11.832,00;1ΤΔΑ;1.790,00;ΣΤ.ΜΑΣΚ.003;0,00
11.832,00;1ΤΔΑ;1.790,00;XO.ΑΦΡΛ.001;0,00
11.833,00;1ΤΔΑ;1.791,00;WS.ΒΑΦΕ.001;0,00
11.833,00;1ΤΔΑ;1.791,00;ΜΧ.ΒΑΦΕ.002;0,00
11.833,00;1ΤΔΑ;1.791,00;ΣΤ.ΚΟΛΩ.308;1,40
11.833,00;1ΤΔΑ;1.791,00;ΣΤ.ΜΑΣΚ.003;0,00
11.833,00;1ΤΔΑ;1.791,00;ΣΤ.ΜΑΣΚ.001;0,00
11.833,00;1ΤΔΑ;1.791,00;ΣΤ.ΚΟΛΩ.332;3,13
11.833,00;1ΤΔΑ;1.791,00;XO.ΚΡΕΜ.004;0,00
11.833,00;1ΤΔΑ;1.791,00;ΚΑ.ΚΟΛΩ.001;0,41
11.834,00;1ΤΔΑ;1.792,00;ΣΤ.ΚΟΛΩ.337;0,00
11.834,00;1ΤΔΑ;1.792,00;ΚΑ.ΑΠΟΣ.015;0,00
11.834,00;1ΤΔΑ;1.792,00;WS.ΑΠΟΤ.056;0,00
11.834,00;1ΤΔΑ;1.792,00;ΚΑ.ΔΙΑΦ.093;0,00
11.834,00;1ΤΔΑ;1.792,00;XO.ΑΦΞΥ.019;0,00
11.834,00;1ΤΔΑ;1.792,00;KM.ΑΠΟΣ.031;1,98
11.834,00;1ΤΔΑ;1.792,00;ΚΑ.ΣΑΜΠ.015;0,00
11.834,00;1ΤΔΑ;1.792,00;ΚΑ.ΑΦΞΥ.017;0,00
11.834,00;1ΤΔΑ;1.792,00;ΣΜ.ΑΠΟΣ.002;0,00
11.835,00;1ΤΔΑ;1.793,00;ΚΑ.ΔΙΑΦ.039;0,00
11.835,00;1ΤΔΑ;1.793,00;ΧΠ.ΜΑΚΙ.001;0,00
11.835,00;1ΤΔΑ;1.793,00;ΧΠ.ΜΑΚΙ.003;0,00
11.838,00;1ΤΔΑ;1.794,00;KM.ΑΠΟΣ.022;0,00
11.838,00;1ΤΔΑ;1.794,00;XO.ΑΦΞΥ.071;0,00
11.838,00;1ΤΔΑ;1.794,00;ZX.ΑΦΡΛ.073;0,00
11.838,00;1ΤΔΑ;1.794,00;WS.ΔΙΑΦ.003;0,00
11.838,00;1ΤΔΑ;1.794,00;ΣΤ.ΚΟΛΩ.337;0,00
11.838,00;1ΤΔΑ;1.794,00;KM.ΑΔΥΝ.009;0,00
11.838,00;1ΤΔΑ;1.794,00;ΚΑ.ΟΔΟΝ.002;0,00
11.838,00;1ΤΔΑ;1.794,00;ΚΑ.ΟΔΟΝ.025;0,00
11.838,00;1ΤΔΑ;1.794,00;ΚΑ.ΣΑΜΠ.013;0,00
11.838,00;1ΤΔΑ;1.794,00;XO.ΑΦΞΥ.028;0,00
11.838,00;1ΤΔΑ;1.794,00;ΚΑ.ΔΙΑΦ.039;0,00
11.838,00;1ΤΔΑ;1.794,00;ΚΑ.ΑΠΟΣ.027;0,00
11.838,00;1ΤΔΑ;1.794,00;KM.ΑΠΟΣ.037;0,00
11.838,00;1ΤΔΑ;1.794,00;ZX.ΑΦΞΥ.003;0,00
11.838,00;1ΤΔΑ;1.794,00;ΤΣ.ΚΟΛΩ.403;0,00
11.838,00;1ΤΔΑ;1.794,00;KM.ΜΑΚΙ.017;0,00
11.838,00;1ΤΔΑ;1.794,00;ΣΤ.ΜΑΚΙ.012;0,00
11.838,00;1ΤΔΑ;1.794,00;ΧΠ.ΜΑΚΙ.003;0,00
11.838,00;1ΤΔΑ;1.794,00;ΧΠ.ΜΑΚΙ.001;0,00
11.838,00;1ΤΔΑ;1.794,00;ΣΤ.ΜΑΚΙ.003;0,00
11.839,00;1ΤΔΑ;1.795,00;DS.ΑΔΥΝ.041;0,00
11.839,00;1ΤΔΑ;1.795,00;ZX.ΑΦΡΛ.071;0,00
11.839,00;1ΤΔΑ;1.795,00;ΚΑ.ΔΙΑΦ.004;0,00
11.839,00;1ΤΔΑ;1.795,00;ΑΝ.ΑΦΡΟ.029;0,00
11.839,00;1ΤΔΑ;1.795,00;ΣΜ.ΔΙΑΦ.002;0,00
11.839,00;1ΤΔΑ;1.795,00;ZX.ΑΦΡΛ.064;0,00
11.839,00;1ΤΔΑ;1.795,00;DS.ΑΦΡΛ.002;0,00
11.839,00;1ΤΔΑ;1.795,00;ΤΣ.ΜΑΣΚ.003;0,00
11.839,00;1ΤΔΑ;1.795,00;ΧΠ.ΜΑΚΙ.001;0,00
11.839,00;1ΤΔΑ;1.795,00;ΣΤ.ΜΑΚΙ.003;0,00
11.839,00;1ΤΔΑ;1.795,00;ΑΝ.ΑΦΡΟ.070;0,00
11.839,00;1ΤΔΑ;1.795,00;ΑΝ.ΑΦΡΟ.069;0,00
11.839,00;1ΤΔΑ;1.795,00;ZX.ΑΔΥΝ.010;0,00
11.839,00;1ΤΔΑ;1.795,00;ΧΠ.ΒΑΦΕ.001;0,00
11.839,00;1ΤΔΑ;1.795,00;ΣΤ.ΚΟΛΩ.014;0,00
11.839,00;1ΤΔΑ;1.795,00;ΤΣ.ΚΟΛΩ.411;0,00
11.839,00;1ΤΔΑ;1.795,00;ΤΣ.ΚΟΛΩ.552;0,00
11.839,00;1ΤΔΑ;1.795,00;ΣΤ.ΚΟΛΩ.015;0,00
11.840,00;1ΤΔΑ;1.796,00;WS.ΑΠΟΤ.046;0,00
11.841,00;1ΤΔΑ;1.797,00;WS.ΚΟΛΩ.001;0,00
11.841,00;1ΤΔΑ;1.797,00;ΣΤ.ΜΑΣΚ.001;0,00
11.841,00;1ΤΔΑ;1.797,00;ΣΤ.ΜΑΣΚ.003;0,00
11.841,00;1ΤΔΑ;1.797,00;ΣΤ.ΜΑΣΚ.025;2,92
11.841,00;1ΤΔΑ;1.797,00;XO.ΑΔΥΝ.011;2,25
11.841,00;1ΤΔΑ;1.797,00;ΚΑ.ΚΟΛΩ.014;2,91
11.842,00;1ΤΔΑ;1.798,00;ΝΤ.ΜΑΚΙ.002;18,96
11.842,00;1ΤΔΑ;1.798,00;ZX.ΔΙΑΦ.009;0,00
11.843,00;1ΤΔΑ;1.799,00;ΤΣ.ΚΟΛΩ.270;0,00
11.843,00;1ΤΔΑ;1.799,00;ΤΣ.ΚΟΛΩ.606;0,00
11.843,00;1ΤΔΑ;1.799,00;ΤΣ.ΚΟΛΩ.169;0,00
11.843,00;1ΤΔΑ;1.799,00;ΣΤ.ΚΟΛΩ.003;0,00
11.843,00;1ΤΔΑ;1.799,00;ΧΠ.ΚΟΛΩ.007;0,47
11.843,00;1ΤΔΑ;1.799,00;ΤΣ.ΚΟΛΩ.694;0,00
11.843,00;1ΤΔΑ;1.799,00;ΣΤ.ΜΑΣΚ.024;0,00
11.843,00;1ΤΔΑ;1.799,00;XO.ΑΦΞΥ.064;0,00
11.843,00;1ΤΔΑ;1.799,00;KM.ΑΠΟΣ.028;0,00
11.843,00;1ΤΔΑ;1.799,00;ΤΣ.ΚΟΛΩ.016;0,00
11.844,00;1ΤΔΑ;1.800,00;ΧΠ.ΜΑΚΙ.003;0,00
11.844,00;1ΤΔΑ;1.800,00;ΧΠ.ΜΑΚΙ.001;0,00
11.844,00;1ΤΔΑ;1.800,00;ΣΤ.ΜΑΣΚ.019;0,00
11.844,00;1ΤΔΑ;1.800,00;ΣΤ.ΜΑΣΚ.026;0,00
11.845,00;1ΤΔΑ;1.801,00;ΚΑ.ΚΟΛΩ.064;0,00
11.845,00;1ΤΔΑ;1.801,00;ΚΑ.ΚΟΛΩ.064;0,00
11.845,00;1ΤΔΑ;1.801,00;ΝΤ.ΜΑΚΙ.002;1,95
11.845,00;1ΤΔΑ;1.801,00;ΚΑ.ΜΑΚΙ.001;0,00
11.846,00;1ΤΔΑ;1.802,00;ΧΠ.ΜΑΚΙ.001;0,00
11.846,00;1ΤΔΑ;1.802,00;ΧΠ.ΜΑΚΙ.003;0,00
11.847,00;1ΤΔΑ;1.803,00;ΧΠ.ΜΑΚΙ.001;0,00
11.849,00;1ΤΔΑ;1.804,00;ΜΧ.ΒΑΦΕ.002;0,00
11.849,00;1ΤΔΑ;1.804,00;WS.ΒΑΦΕ.001;0,00
11.850,00;1ΤΔΑ;1.805,00;XO.ΑΔΥΝ.011;0,00
11.850,00;1ΤΔΑ;1.805,00;ΧΠ.ΜΑΚΙ.003;0,00
11.851,00;1ΤΔΑ;1.806,00;ΣΤ.ΜΑΚΙ.012;0,00
11.852,00;1ΤΔΑ;1.807,00;ΤΣ.ΚΟΛΩ.020;0,00
11.852,00;1ΤΔΑ;1.807,00;KM.ΑΔΥΝ.004;0,00
11.853,00;1ΤΔΑ;1.808,00;ΣΜ.ΔΙΑΦ.006;0,00
11.853,00;1ΤΔΑ;1.808,00;ΚΑ.ΚΡΕΜ.021;0,00
11.853,00;1ΤΔΑ;1.808,00;ΚΑ.ΚΡΕΜ.011;0,00
11.853,00;1ΤΔΑ;1.808,00;KM.ΜΑΚΙ.017;0,00
11.853,00;1ΤΔΑ;1.808,00;KM.ΑΠΟΣ.015;0,00
11.853,00;1ΤΔΑ;1.808,00;ΚΑ.ΚΡΕΜ.021;0,00
11.854,00;1ΤΔΑ;1.809,00;ΜΧ.ΒΑΦΕ.002;0,00
11.855,00;1ΤΔΑ;1.810,00;ΣΤ.ΚΟΛΩ.332;0,00
11.856,00;1ΤΔΑ;1.811,00;ΚΑ.ΒΑΦΕ.013;0,00
11.856,00;1ΤΔΑ;1.811,00;ΣΤ.ΚΡΕΜ.049;0,00
11.856,00;1ΤΔΑ;1.811,00;ΣΤ.ΚΡΕΜ.043;0,00
11.856,00;1ΤΔΑ;1.811,00;ΤΣ.ΚΟΛΩ.658;0,00
11.856,00;1ΤΔΑ;1.811,00;ΣΤ.ΚΟΛΩ.100;0,00
11.856,00;1ΤΔΑ;1.811,00;ΤΣ.ΚΟΛΩ.467;0,00
11.856,00;1ΤΔΑ;1.811,00;ΣΤ.ΚΟΛΩ.367;0,00
11.857,00;1ΤΔΑ;1.812,00;ΧΠ.ΜΑΚΙ.001;6,73
11.857,00;1ΤΔΑ;1.812,00;ΑΝ.ΑΦΡΟ.054;1,19
11.857,00;1ΤΔΑ;1.812,00;ΣΤ.ΚΟΛΩ.332;3,13
11.857,00;1ΤΔΑ;1.812,00;ΑΝ.ΑΦΡΟ.055;0,89
11.857,00;1ΤΔΑ;1.812,00;XO.ΑΦΡΛ.001;1,89
11.857,00;1ΤΔΑ;1.812,00;XO.ΑΦΞΥ.028;0,00
11.858,00;1ΤΔΑ;1.813,00;ΚΑ.ΒΑΦΕ.013;0,00
11.859,00;1ΤΔΑ;1.814,00;ΚΑ.ΔΙΑΦ.039;0,00
11.859,00;1ΤΔΑ;1.814,00;ΧΠ.ΜΑΚΙ.003;0,00
11.859,00;1ΤΔΑ;1.814,00;ΑΝ.ΑΦΡΟ.065;0,00
11.860,00;1ΤΔΑ;1.815,00;ΚΑ.ΚΡΕΜ.024;0,00
11.860,00;1ΤΔΑ;1.815,00;DS.ΑΔΥΝ.019;0,00
11.860,00;1ΤΔΑ;1.815,00;ΤΣ.ΚΟΛΩ.315;5,89
11.860,00;1ΤΔΑ;1.815,00;ΤΣ.ΚΟΛΩ.057;1,26
11.860,00;1ΤΔΑ;1.815,00;ΣΤ.ΑΔΥΝ.004;0,00
11.860,00;1ΤΔΑ;1.815,00;ΤΣ.ΚΟΛΩ.010;0,00
11.860,00;1ΤΔΑ;1.815,00;KM.ΑΔΥΝ.011;0,00
11.860,00;1ΤΔΑ;1.815,00;ΤΣ.ΚΟΛΩ.152;1,50
11.860,00;1ΤΔΑ;1.815,00;ZX.ΑΦΡΛ.001;0,00
11.860,00;1ΤΔΑ;1.815,00;ΣΤ.ΜΑΣΚ.018;0,00
11.860,00;1ΤΔΑ;1.815,00;ΑΝ.ΑΦΡΟ.031;0,00
11.860,00;1ΤΔΑ;1.815,00;ZX.ΜΑΣΚ.004;0,00
11.860,00;1ΤΔΑ;1.815,00;XO.ΑΔΥΝ.011;0,00
11.860,00;1ΤΔΑ;1.815,00;ZX.ΑΦΡΛ.027;0,00
11.860,00;1ΤΔΑ;1.815,00;ΒΛ.ΒΑΦΕ.051;0,00
11.860,00;1ΤΔΑ;1.815,00;ΧΠ.ΜΑΚΙ.001;0,00
11.860,00;1ΤΔΑ;1.815,00;ZX.ΑΔΥΝ.010;0,00
11.860,00;1ΤΔΑ;1.815,00;ΣΤ.ΔΙΑΦ.038;0,00
11.860,00;1ΤΔΑ;1.815,00;ΚΑ.ΑΠΟΣ.015;0,00
11.860,00;1ΤΔΑ;1.815,00;ΚΑ.ΔΙΑΦ.104;0,00
11.860,00;1ΤΔΑ;1.815,00;KM.ΔΙΑΦ.012;0,00
11.860,00;1ΤΔΑ;1.815,00;ΚΑ.ΔΙΑΦ.088;0,00
11.860,00;1ΤΔΑ;1.815,00;ΡΝ.ΚΟΛΩ.034;0,00
11.860,00;1ΤΔΑ;1.815,00;ΣΤ.ΚΟΛΩ.038;0,00
11.860,00;1ΤΔΑ;1.815,00;ΑΝ.ΑΦΡΟ.088;0,00
11.861,00;1ΤΔΑ;1.816,00;ΧΠ.ΜΑΚΙ.001;0,00
11.861,00;1ΤΔΑ;1.816,00;KM.ΑΠΟΣ.049;0,00
11.861,00;1ΤΔΑ;1.816,00;ΣΤ.ΜΑΚΙ.010;0,00
11.862,00;1ΤΔΑ;1.817,00;ΣΤ.ΜΑΣΚ.018;7,14
11.862,00;1ΤΔΑ;1.817,00;ΣΤ.ΜΑΣΚ.023;1,79
11.862,00;1ΤΔΑ;1.817,00;ΣΤ.ΜΑΣΚ.001;1,49
11.862,00;1ΤΔΑ;1.817,00;WS.ΑΠΟΤ.079;0,00
11.862,00;1ΤΔΑ;1.817,00;DS.ΑΔΥΝ.013;1,77
11.862,00;1ΤΔΑ;1.817,00;DS.ΑΔΥΝ.014;5,31
11.862,00;1ΤΔΑ;1.817,00;ΑΝ.ΑΔΥΝ.020;4,32
11.862,00;1ΤΔΑ;1.817,00;ΑΝ.ΑΦΡΟ.031;1,79
11.862,00;1ΤΔΑ;1.817,00;ZX.ΑΦΡΛ.027;1,79
11.863,00;1ΤΔΑ;1.818,00;KM.ΔΙΑΦ.012;0,00
11.864,00;1ΤΔΑ;1.819,00;ΚΑ.ΑΔΥΝ.026;0,00
11.864,00;1ΤΔΑ;1.819,00;ΚΑ.ΔΙΑΦ.039;0,00
11.864,00;1ΤΔΑ;1.819,00;XO.ΑΦΞΥ.028;0,00
11.864,00;1ΤΔΑ;1.819,00;XO.ΑΦΞΥ.062;0,00
